Birim_Id,Birim_Adi,Birim_Tur_Id,Birim_Tur_Adi,Yoksis_Id_x,Rapor_Sayisi,Yoksis_Id_y,Hedef_Sayisi,Yoksis_Id,Gerceklesen_Hedef,Planlama_Etkinligi,Rapor_Basina_Hedef,Ortalama_Hedef_Gerceklesme,Basari_Duzeyi
96631441.0,SAĞLIK BİLİMLERİ ENSTİTÜSÜ MÜDÜRLÜĞÜ,0,Tanımsız,96631441.0,1,96631441.0,719,,0,0.0,359.5,0.0,Orta
97222925.0,"RADYO, TELEVİZYON VE SİNEMA BÖLÜM BAŞKANLIĞI",0,Tanımsız,97222925.0,3,97222925.0,476,,0,0.0,119.0,0.0,Orta
97940628.0,ENGELSİZ ÜNİVERSİTE KOORDİNATÖRLÜĞÜ,0,Tanımsız,97940628.0,2,97940628.0,463,,0,0.0,154.33333333333334,0.0,Orta
98008867.0,KOZAN İŞLETME FAKÜLTESİ DEKANLIĞI,0,Tanımsız,98008867.0,1,98008867.0,402,,0,0.0,201.0,0.0,Orta
98385192.0,POZANTI TARIMSAL ARAŞTIRMA VE UYGULAMA MERKEZİ MÜDÜRLÜĞÜ,0,Tanımsız,,0,98385192.0,16,,0,0.0,16.0,0.0,Orta
99038722.0,GASTRONOMİ VE MUTFAK SANATLARI BÖLÜM BAŞKANLIĞI,0,Tanımsız,99038722.0,2,99038722.0,238,,0,0.0,79.33333333333333,0.0,Orta
99065269.0,FOTOĞRAF BÖLÜM BAŞKANLIĞI,0,Tanımsız,,0,99065269.0,357,,0,0.0,357.0,0.0,Orta
99574547.0,STRATEJİK UYGULAMA VE ARAŞTIRMA MERKEZİ MÜDÜRLÜĞÜ,0,Tanımsız,,0,99574547.0,129,,0,0.0,129.0,0.0,Orta
99834507.0,SAĞLIK BİLİMLERİ DENEYSEL UYGULAMA VE ARAŞTIRMA MERKEZİ,0,Tanımsız,,0,99834507.0,10,,0,0.0,10.0,0.0,Orta
99999999.0,SİYASET BİLİMİ VE ULUSLARARASI İLİŞKİLER BÖLÜMÜ,0,Tanımsız,99999999.0,1,99999999.0,357,,0,0.0,178.5,0.0,Orta
100000000.0,ARAŞTIRMA VE GELİŞTİRME STRATEJİLERİ KOORDİNATÖRLÜĞÜ,0,Tanımsız,100000000.0,1,100000000.0,390,,0,0.0,195.0,0.0,Orta
100010005.0,Ç.Ü.  EĞİTİM KOORDİNATÖRLÜĞÜ,0,Tanımsız,100010005.0,1,100010005.0,227,,0,0.0,113.5,0.0,Orta
